Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
20,5,2015-07-03,7548,817,1,1,0,0
1,4,2015-07-02,5558,573,1,1,0,0
2,4,2015-07-02,6189,921,1,1,0,0
3,4,2015-07-02,7450,701,1,1,0,1
4,4,2015-07-02,10323,1333,1,1,0,0
5,4,2015-07-02,6035,613,1,1,0,0
6,4,2015-07-02,5335,594,1,1,0,0
7,4,2015-07-02,10996,1102,1,1,0,0
8,4,2015-07-02,8658,981,1,1,0,0
9,4,2015-07-02,8395,668,1,1,0,1
10,4,2015-07-02,6317,641,1,1,0,0
11,4,2015-07-02,7961,1201,1,1,0,0
12,4,2015-07-02,7886,906,1,1,0,0
13,4,2015-07-02,5652,388,1,1,0,0
14,4,2015-07-02,6153,621,1,1,0,1
15,4,2015-07-02,7242,678,1,1,0,0
16,4,2015-07-02,8407,872,1,1,0,0
17,4,2015-07-02,6084,770,1,1,0,0
18,4,2015-07-02,7971,761,1,1,0,0
19,4,2015-07-02,7493,647,1,1,0,1
20,4,2015-07-02,9741,1036,1,1,0,0
1,3,2015-07-01,5223,562,1,1,0,0
2,3,2015-07-01,6431,786,1,1,0,0
3,3,2015-07-01,8311,772,1,1,0,1
4,3,2015-07-01,11216,1359,1,1,0,0
5,3,2015-07-01,6253,717,1,1,0,0
6,3,2015-07-01,5804,593,1,1,0,0
7,3,2015-07-01,11024,1020,1,1,0,0
8,3,2015-07-01,8523,895,1,1,0,0
9,3,2015-07-01,8490,675,1,1,0,1
10,3,2015-07-01,7896,684,1,1,0,0
11,3,2015-07-01,9599,1311,1,1,0,0
12,3,2015-07-01,7765,925,1,1,0,0
13,3,2015-07-01,6796,369,1,1,0,0
14,3,2015-07-01,5881,630,1,1,0,1
15,3,2015-07-01,6043,622,1,1,0,0
16,3,2015-07-01,10529,989,1,1,0,0
17,3,2015-07-01,6779,817,1,1,0,0
18,3,2015-07-01,7215,732,1,1,0,0
19,3,2015-07-01,8679,728,1,1,0,1
20,3,2015-07-01,8977,933,1,1,0,0
1,2,2015-06-30,5735,568,1,1,0,0
2,2,2015-06-30,9863,877,1,1,0,0
3,2,2015-06-30,13261,1072,1,1,0,1
4,2,2015-06-30,13106,1488,1,1,0,0
5,2,2015-06-30,6635,645,1,1,0,0
6,2,2015-06-30,7427,709,1,1,0,0
7,2,2015-06-30,14838,1325,1,1,0,0
8,2,2015-06-30,9836,968,1,1,0,0
9,2,2015-06-30,10447,796,1,1,0,1
10,2,2015-06-30,8565,740,1,1,0,0
11,2,2015-06-30,11706,1357,1,1,0,0
12,2,2015-06-30,13704,1285,1,1,0,0
13,2,2015-06-30,6110,404,1,1,0,0
14,2,2015-06-30,10175,910,1,1,0,1
15,2,2015-06-30,11332,866,1,1,0,0
16,2,2015-06-30,11120,1056,1,1,0,0
17,2,2015-06-30,11774,1230,1,1,0,0
18,2,2015-06-30,10838,960,1,1,0,0
19,2,2015-06-30,9628,796,1,1,0,1
20,2,2015-06-30,11417,1053,1,1,0,0
1,1,2015-06-29,5197,541,1,1,0,0
2,1,2015-06-29,7961,734,1,1,0,0
3,1,2015-06-29,10243,817,1,1,0,1
4,1,2015-06-29,11692,1361,1,1,0,0
5,1,2015-06-29,7623,668,1,1,0,0
6,1,2015-06-29,6995,712,1,1,0,0
7,1,2015-06-29,13689,1194,1,1,0,0
8,1,2015-06-29,10444,945,1,1,0,0
9,1,2015-06-29,13457,882,1,1,0,1
10,1,2015-06-29,8057,738,1,1,0,0
11,1,2015-06-29,11296,1318,1,1,0,0
12,1,2015-06-29,13738,1221,1,1,0,0
13,1,2015-06-29,6741,441,1,1,0,0
14,1,2015-06-29,8671,839,1,1,0,1
15,1,2015-06-29,11290,915,1,1,0,0
16,1,2015-06-29,12614,1091,1,1,0,0
17,1,2015-06-29,10474,1022,1,1,0,0
18,1,2015-06-29,11224,991,1,1,0,0
19,1,2015-06-29,11782,883,1,1,0,1
20,1,2015-06-29,12156,1136,1,1,0,0
1,7,2015-06-28,0,0,0,0,0,0
2,7,2015-06-28,0,0,0,0,0,0
3,7,2015-06-28,0,0,0,0,0,0
4,7,2015-06-28,0,0,0,0,0,0
5,7,2015-06-28,0,0,0,0,0,0
6,7,2015-06-28,0,0,0,0,0,0
7,7,2015-06-28,0,0,0,0,0,0
8,7,2015-06-28,0,0,0,0,0,0
9,7,2015-06-28,0,0,0,0,0,0
10,7,2015-06-28,0,0,0,0,0,0
11,7,2015-06-28,0,0,0,0,0,0
12,7,2015-06-28,0,0,0,0,0,0
13,7,2015-06-28,0,0,0,0,0,0
14,7,2015-06-28,0,0,0,0,0,0
15,7,2015-06-28,0,0,0,0,0,0
16,7,2015-06-28,0,0,0,0,0,0
17,7,2015-06-28,0,0,0,0,0,0
18,7,2015-06-28,0,0,0,0,0,0
19,7,2015-06-28,0,0,0,0,0,0
20,7,2015-06-28,0,0,0,0,0,0
1,6,2015-06-27,4019,463,1,0,0,0
2,6,2015-06-27,2404,303,1,0,0,0
3,6,2015-06-27,5156,641,1,0,0,0
4,6,2015-06-27,8989,1268,1,0,0,0
5,6,2015-06-27,1876,203,1,0,0,0
6,6,2015-06-27,3078,333,1,0,0,0
7,6,2015-06-27,6519,693,1,0,0,0
8,6,2015-06-27,3611,397,1,0,0,0
9,6,2015-06-27,7069,605,1,0,0,0
10,6,2015-06-27,4595,497,1,0,0,0
11,6,2015-06-27,6001,774,1,0,0,0
12,6,2015-06-27,6546,799,1,0,0,0
13,6,2015-06-27,4801,345,1,0,0,0
14,6,2015-06-27,3498,409,1,0,0,0
15,6,2015-06-27,6275,669,1,0,0,0
16,6,2015-06-27,4545,518,1,0,0,0
17,6,2015-06-27,2466,321,1,0,0,0
18,6,2015-06-27,4598,473,1,0,0,0
19,6,2015-06-27,4732,416,1,0,0,0
20,6,2015-06-27,6576,544,1,0,0,0
1,5,2015-06-26,3317,420,1,0,0,0
2,5,2015-06-26,3953,476,1,0,0,0
3,5,2015-06-26,6222,698,1,0,0,0
4,5,2015-06-26,7684,1076,1,0,0,0
5,5,2015-06-26,3799,460,1,0,0,0
6,5,2015-06-26,4215,521,1,0,0,0
7,5,2015-06-26,7352,895,1,0,0,0
8,5,2015-06-26,5016,639,1,0,0,0
9,5,2015-06-26,6549,600,1,0,0,0
10,5,2015-06-26,4771,552,1,0,0,0
11,5,2015-06-26,6102,951,1,0,0,0
12,5,2015-06-26,6275,786,1,0,0,0
13,5,2015-06-26,3702,289,1,0,0,0
14,5,2015-06-26,5232,609,1,0,0,0
15,5,2015-06-26,6376,655,1,0,0,0
16,5,2015-06-26,6921,812,1,0,0,0
17,5,2015-06-26,4728,680,1,0,0,0
18,5,2015-06-26,6182,705,1,0,0,0
19,5,2015-06-26,6505,647,1,0,0,0
20,5,2015-06-26,7005,796,1,0,0,0
1,4,2015-06-25,3533,433,1,0,0,0
2,4,2015-06-25,4022,508,1,0,0,0
3,4,2015-06-25,5763,693,1,0,0,0
4,4,2015-06-25,7111,1046,1,0,0,0
5,4,2015-06-25,3325,472,1,0,0,0
6,4,2015-06-25,3861,497,1,0,0,0
7,4,2015-06-25,6875,819,1,0,0,0
8,4,2015-06-25,5956,771,1,0,0,0
9,4,2015-06-25,6674,620,1,0,0,0
10,4,2015-06-25,5018,537,1,0,0,0
11,4,2015-06-25,6012,946,1,0,0,0
12,4,2015-06-25,6205,780,1,0,0,0
13,4,2015-06-25,5830,274,1,0,0,0
14,4,2015-06-25,5089,587,1,0,0,0
15,4,2015-06-25,4979,564,1,0,0,0
16,4,2015-06-25,6843,786,1,0,0,0
17,4,2015-06-25,4403,673,1,0,0,0
18,4,2015-06-25,6160,684,1,0,0,0
19,4,2015-06-25,5268,585,1,0,0,0
20,4,2015-06-25,8360,1000,1,0,0,0
1,3,2015-06-24,3346,414,1,0,0,0
2,3,2015-06-24,4805,654,1,0,0,0
3,3,2015-06-24,5448,633,1,0,0,0
4,3,2015-06-24,8048,1094,1,0,0,0
5,3,2015-06-24,4134,561,1,0,0,0
6,3,2015-06-24,3970,478,1,0,0,0
7,3,2015-06-24,6913,788,1,0,0,0
8,3,2015-06-24,5005,625,1,0,0,0
9,3,2015-06-24,6888,620,1,0,0,0
10,3,2015-06-24,4896,550,1,0,0,0
11,3,2015-06-24,5702,919,1,0,0,0
12,3,2015-06-24,5403,763,1,0,0,0
13,3,2015-06-24,3056,239,1,0,0,0
14,3,2015-06-24,5344,619,1,0,0,0
15,3,2015-06-24,5339,560,1,0,0,0
16,3,2015-06-24,6919,840,1,0,0,0
17,3,2015-06-24,4524,689,1,0,0,0
18,3,2015-06-24,6034,677,1,0,0,0
19,3,2015-06-24,6725,648,1,0,0,0
20,3,2015-06-24,8160,886,1,0,0,0
1,2,2015-06-23,3762,447,1,0,0,0
2,2,2015-06-23,4094,512,1,0,0,0
3,2,2015-06-23,6757,779,1,0,0,0
4,2,2015-06-23,7635,1118,1,0,0,0
5,2,2015-06-23,3697,475,1,0,0,0
6,2,2015-06-23,3829,486,1,0,0,0
7,2,2015-06-23,7861,969,1,0,0,0
8,2,2015-06-23,5501,759,1,0,0,0
9,2,2015-06-23,5714,550,1,0,0,0
10,2,2015-06-23,5244,586,1,0,0,0
11,2,2015-06-23,6003,938,1,0,0,0
12,2,2015-06-23,6046,796,1,0,0,0
13,2,2015-06-23,3681,286,1,0,0,0
14,2,2015-06-23,5346,599,1,0,0,0
15,2,2015-06-23,5143,566,1,0,0,0
16,2,2015-06-23,7392,866,1,0,0,0
17,2,2015-06-23,5203,689,1,0,0,0
18,2,2015-06-23,5755,665,1,0,0,0
19,2,2015-06-23,6162,606,1,0,0,0
20,2,2015-06-23,8512,918,1,0,0,0
1,1,2015-06-22,3846,489,1,0,0,0
2,1,2015-06-22,4123,491,1,0,0,0
3,1,2015-06-22,5840,638,1,0,0,0
4,1,2015-06-22,9118,1230,1,0,0,0
5,1,2015-06-22,3827,497,1,0,0,0
6,1,2015-06-22,3641,483,1,0,0,0
7,1,2015-06-22,7917,922,1,0,0,0
8,1,2015-06-22,4796,630,1,0,0,0
9,1,2015-06-22,6121,580,1,0,0,0
10,1,2015-06-22,4264,533,1,0,0,0
11,1,2015-06-22,6155,962,1,0,0,0
12,1,2015-06-22,5525,749,1,0,0,0
13,1,2015-06-22,2603,220,1,0,0,0
14,1,2015-06-22,4687,599,1,0,0,0
15,1,2015-06-22,5513,587,1,0,0,0
16,1,2015-06-22,7850,901,1,0,0,0
17,1,2015-06-22,4926,700,1,0,0,0
18,1,2015-06-22,5818,684,1,0,0,0
19,1,2015-06-22,5808,618,1,0,0,0
20,1,2015-06-22,7826,922,1,0,0,0
1,7,2015-06-21,0,0,0,0,0,0
2,7,2015-06-21,0,0,0,0,0,0
3,7,2015-06-21,0,0,0,0,0,0
4,7,2015-06-21,0,0,0,0,0,0
5,7,2015-06-21,0,0,0,0,0,0
6,7,2015-06-21,0,0,0,0,0,0
7,7,2015-06-21,0,0,0,0,0,0
8,7,2015-06-21,0,0,0,0,0,0
9,7,2015-06-21,0,0,0,0,0,0
10,7,2015-06-21,0,0,0,0,0,0
11,7,2015-06-21,0,0,0,0,0,0
12,7,2015-06-21,0,0,0,0,0,0
13,7,2015-06-21,0,0,0,0,0,0
14,7,2015-06-21,0,0,0,0,0,0
15,7,2015-06-21,0,0,0,0,0,0
16,7,2015-06-21,0,0,0,0,0,0
17,7,2015-06-21,0,0,0,0,0,0
18,7,2015-06-21,0,0,0,0,0,0
19,7,2015-06-21,0,0,0,0,0,0
20,7,2015-06-21,0,0,0,0,0,0
1,6,2015-06-20,4097,494,1,0,0,0
2,6,2015-06-20,3020,323,1,0,0,0
3,6,2015-06-20,3891,424,1,0,0,0
4,6,2015-06-20,9374,1311,1,0,0,0
5,6,2015-06-20,2088,210,1,0,0,0
6,6,2015-06-20,2793,327,1,0,0,0
7,6,2015-06-20,5572,619,1,0,0,0
8,6,2015-06-20,3611,409,1,0,0,0
9,6,2015-06-20,6179,536,1,0,0,0
10,6,2015-06-20,4736,512,1,0,0,0
11,6,2015-06-20,5293,761,1,0,0,0
12,6,2015-06-20,6602,814,1,0,0,0
13,6,2015-06-20,4391,350,1,0,0,0
14,6,2015-06-20,3472,402,1,0,0,0
15,6,2015-06-20,5405,565,1,0,0,0
16,6,2015-06-20,5696,585,1,0,0,0
17,6,2015-06-20,2480,357,1,0,0,0
18,6,2015-06-20,4671,480,1,0,0,0
19,6,2015-06-20,4801,435,1,0,0,0
20,6,2015-06-20,5199,476,1,0,0,0
1,5,2015-06-19,4202,487,1,1,0,0
2,5,2015-06-19,4926,544,1,1,0,0
3,5,2015-06-19,8074,797,1,1,0,0
4,5,2015-06-19,9686,1281,1,1,0,0
5,5,2015-06-19,5711,610,1,1,0,0
6,5,2015-06-19,5464,622,1,1,0,0
7,5,2015-06-19,9677,1030,1,1,0,0
8,5,2015-06-19,6773,690,1,1,0,0
9,5,2015-06-19,7849,649,1,1,0,0
10,5,2015-06-19,6191,611,1,1,0,0
11,5,2015-06-19,6592,969,1,1,0,0
12,5,2015-06-19,8836,892,1,1,0,0
13,5,2015-06-19,5546,402,1,1,0,0
14,5,2015-06-19,6239,664,1,1,0,0
15,5,2015-06-19,7851,764,1,1,0,0
16,5,2015-06-19,8580,887,1,1,0,0
17,5,2015-06-19,6820,820,1,1,0,0
18,5,2015-06-19,8270,846,1,1,0,0
19,5,2015-06-19,8508,727,1,1,0,0
20,5,2015-06-19,8505,894,1,1,0,0
1,4,2015-06-18,4645,498,1,1,0,0
2,4,2015-06-18,5154,594,1,1,0,0
3,4,2015-06-18,7537,743,1,1,0,0
4,4,2015-06-18,8880,1138,1,1,0,0
5,4,2015-06-18,4924,545,1,1,0,0
6,4,2015-06-18,4405,514,1,1,0,0
7,4,2015-06-18,8955,911,1,1,0,0
8,4,2015-06-18,7302,871,1,1,0,0
9,4,2015-06-18,8098,626,1,1,0,0
10,4,2015-06-18,5829,603,1,1,0,0
11,4,2015-06-18,6637,974,1,1,0,0
12,4,2015-06-18,8058,890,1,1,0,0
13,4,2015-06-18,5047,333,1,1,0,0
14,4,2015-06-18,5918,651,1,1,0,0
15,4,2015-06-18,6786,634,1,1,0,0
16,4,2015-06-18,7026,819,1,1,0,0
17,4,2015-06-18,7241,820,1,1,0,0
18,4,2015-06-18,7818,738,1,1,0,0
19,4,2015-06-18,7911,700,1,1,0,0
20,4,2015-06-18,9105,922,1,1,0,0
1,3,2015-06-17,4000,476,1,1,0,0
2,3,2015-06-17,6924,805,1,1,0,0
3,3,2015-06-17,8524,821,1,1,0,0
4,3,2015-06-17,9685,1254,1,1,0,0
5,3,2015-06-17,5632,651,1,1,0,0
6,3,2015-06-17,5135,586,1,1,0,0
7,3,2015-06-17,9041,935,1,1,0,0
8,3,2015-06-17,7751,768,1,1,0,0
9,3,2015-06-17,8045,632,1,1,0,0
10,3,2015-06-17,6338,622,1,1,0,0
11,3,2015-06-17,8557,1174,1,1,0,0
12,3,2015-06-17,10070,1025,1,1,0,0
13,3,2015-06-17,5885,403,1,1,0,0
14,3,2015-06-17,6108,662,1,1,0,0
15,3,2015-06-17,7026,681,1,1,0,0
16,3,2015-06-17,9922,1036,1,1,0,0
17,3,2015-06-17,7672,860,1,1,0,0
18,3,2015-06-17,8194,842,1,1,0,0
19,3,2015-06-17,9076,753,1,1,0,0
20,3,2015-06-17,9647,1010,1,1,0,0
1,2,2015-06-16,4852,503,1,1,0,0
2,2,2015-06-16,6243,648,1,1,0,0
3,2,2015-06-16,9780,911,1,1,0,0
4,2,2015-06-16,10671,1352,1,1,0,0
5,2,2015-06-16,6354,671,1,1,0,0
6,2,2015-06-16,5804,642,1,1,0,0
7,2,2015-06-16,11151,1198,1,1,0,0
8,2,2015-06-16,8386,879,1,1,0,0
9,2,2015-06-16,9078,727,1,1,0,0
10,2,2015-06-16,6681,667,1,1,0,0
11,2,2015-06-16,8810,1169,1,1,0,0
12,2,2015-06-16,9626,985,1,1,0,0
13,2,2015-06-16,7159,419,1,1,0,0
14,2,2015-06-16,7071,740,1,1,0,0
15,2,2015-06-16,8600,725,1,1,0,0
16,2,2015-06-16,10333,1001,1,1,0,0
17,2,2015-06-16,8129,954,1,1,0,0
18,2,2015-06-16,8488,809,1,1,0,0
19,2,2015-06-16,8467,729,1,1,0,0
20,2,2015-06-16,10223,1021,1,1,0,0
1,1,2015-06-15,5518,586,1,1,0,0
2,1,2015-06-15,8106,762,1,1,0,0
3,1,2015-06-15,10818,955,1,1,0,0
4,1,2015-06-15,12398,1473,1,1,0,0
5,1,2015-06-15,7808,747,1,1,0,0
6,1,2015-06-15,7147,729,1,1,0,0
7,1,2015-06-15,13175,1203,1,1,0,0
8,1,2015-06-15,9937,938,1,1,0,0
9,1,2015-06-15,11530,856,1,1,0,0
10,1,2015-06-15,7902,721,1,1,0,0
11,1,2015-06-15,9241,1209,1,1,0,0
12,1,2015-06-15,12031,1159,1,1,0,0
13,1,2015-06-15,7808,506,1,1,0,0
14,1,2015-06-15,8077,779,1,1,0,0
15,1,2015-06-15,8825,802,1,1,0,0
16,1,2015-06-15,10967,1098,1,1,0,0
17,1,2015-06-15,10137,1036,1,1,0,0
18,1,2015-06-15,10402,935,1,1,0,0
19,1,2015-06-15,10181,858,1,1,0,0
20,1,2015-06-15,8315,842,1,1,0,0
1,7,2015-06-14,0,0,0,0,0,0
2,7,2015-06-14,0,0,0,0,0,0
3,7,2015-06-14,0,0,0,0,0,0
4,7,2015-06-14,0,0,0,0,0,0
5,7,2015-06-14,0,0,0,0,0,0
6,7,2015-06-14,0,0,0,0,0,0
7,7,2015-06-14,0,0,0,0,0,0
8,7,2015-06-14,0,0,0,0,0,0
9,7,2015-06-14,0,0,0,0,0,0
10,7,2015-06-14,0,0,0,0,0,0
11,7,2015-06-14,0,0,0,0,0,0
12,7,2015-06-14,0,0,0,0,0,0
13,7,2015-06-14,0,0,0,0,0,0
14,7,2015-06-14,0,0,0,0,0,0
15,7,2015-06-14,0,0,0,0,0,0
16,7,2015-06-14,0,0,0,0,0,0
17,7,2015-06-14,0,0,0,0,0,0
18,7,2015-06-14,0,0,0,0,0,0
19,7,2015-06-14,0,0,0,0,0,0
20,7,2015-06-14,0,0,0,0,0,0
1,6,2015-06-13,4256,502,1,0,0,0
2,6,2015-06-13,2574,319,1,0,0,0
3,6,2015-06-13,4687,492,1,0,0,0
4,6,2015-06-13,9779,1370,1,0,0,0
5,6,2015-06-13,2156,234,1,0,0,0
6,6,2015-06-13,2812,290,1,0,0,0
7,6,2015-06-13,6590,767,1,0,0,0
8,6,2015-06-13,3456,397,1,0,0,0
9,6,2015-06-13,6165,539,1,0,0,0
10,6,2015-06-13,5892,555,1,0,0,0
11,6,2015-06-13,5856,827,1,0,0,0
12,6,2015-06-13,6214,1064,1,0,0,0
13,6,2015-06-13,4728,339,1,0,0,0
14,6,2015-06-13,3541,404,1,0,0,0
15,6,2015-06-13,5787,563,1,0,0,0
16,6,2015-06-13,5565,582,1,0,0,0
17,6,2015-06-13,2491,314,1,0,0,0
18,6,2015-06-13,4437,523,1,0,0,0
19,6,2015-06-13,5288,404,1,0,0,0
20,6,2015-06-13,6302,590,1,0,0,0
1,5,2015-06-12,3695,422,1,0,0,0
2,5,2015-06-12,3539,480,1,0,0,0
3,5,2015-06-12,6181,681,1,0,0,0
4,5,2015-06-12,7889,1090,1,0,0,0
5,5,2015-06-12,4329,500,1,0,0,0
6,5,2015-06-12,4070,496,1,0,0,0
7,5,2015-06-12,8490,970,1,0,0,0
8,5,2015-06-12,5474,676,1,0,0,0
9,5,2015-06-12,6429,577,1,0,0,0
10,5,2015-06-12,5385,562,1,0,0,0
11,5,2015-06-12,6123,953,1,0,0,0
12,5,2015-06-12,5650,940,1,0,0,0
13,5,2015-06-12,3541,277,1,0,0,0
14,5,2015-06-12,5108,646,1,0,0,0
15,5,2015-06-12,5757,641,1,0,0,0
16,5,2015-06-12,6869,825,1,0,0,0
17,5,2015-06-12,4759,677,1,0,0,0
18,5,2015-06-12,7273,835,1,0,0,0
19,5,2015-06-12,5963,637,1,0,0,0
20,5,2015-06-12,7282,776,1,0,0,0
1,4,2015-06-11,3627,442,1,0,0,0
2,4,2015-06-11,4240,515,1,0,0,0
3,4,2015-06-11,5656,699,1,0,0,0
4,4,2015-06-11,7407,1081,1,0,0,0
5,4,2015-06-11,4082,507,1,0,0,0
6,4,2015-06-11,4047,512,1,0,0,0
7,4,2015-06-11,7106,843,1,0,0,0
8,4,2015-06-11,5703,790,1,0,0,0
9,4,2015-06-11,6359,577,1,0,0,0
10,4,2015-06-11,5065,579,1,0,0,0
11,4,2015-06-11,6444,995,1,0,0,0
12,4,2015-06-11,5754,779,1,0,0,0
13,4,2015-06-11,4677,289,1,0,0,0
14,4,2015-06-11,5048,609,1,0,0,0
15,4,2015-06-11,5911,588,1,0,0,0
16,4,2015-06-11,7611,878,1,0,0,0
17,4,2015-06-11,4882,703,1,0,0,0
18,4,2015-06-11,5210,615,1,0,0,0
19,4,2015-06-11,5856,608,1,0,0,0
20,4,2015-06-11,9130,1038,1,0,0,0
1,3,2015-06-10,3591,453,1,0,0,0
2,3,2015-06-10,5035,680,1,0,0,0
3,3,2015-06-10,6440,719,1,0,0,0
4,3,2015-06-10,7445,1049,1,0,0,0
5,3,2015-06-10,4191,557,1,0,0,0
6,3,2015-06-10,4326,544,1,0,0,0
7,3,2015-06-10,6746,757,1,0,0,0
8,3,2015-06-10,5246,659,1,0,0,0
9,3,2015-06-10,5849,525,1,0,0,0
10,3,2015-06-10,5853,583,1,0,0,0
11,3,2015-06-10,7456,1181,1,0,0,0
12,3,2015-06-10,6184,855,1,0,0,0
13,3,2015-06-10,3533,266,1,0,0,0
14,3,2015-06-10,4909,582,1,0,0,0
15,3,2015-06-10,5569,601,1,0,0,0
16,3,2015-06-10,7630,869,1,0,0,0
17,3,2015-06-10,5142,735,1,0,0,0
18,3,2015-06-10,5973,700,1,0,0,0
19,3,2015-06-10,5965,610,1,0,0,0
20,3,2015-06-10,7826,857,1,0,0,0
1,2,2015-06-09,4102,485,1,0,0,0
2,2,2015-06-09,4097,560,1,0,0,0
3,2,2015-06-09,7127,772,1,0,0,0
4,2,2015-06-09,8002,1110,1,0,0,0
5,2,2015-06-09,3999,522,1,0,0,0
6,2,2015-06-09,4223,482,1,0,0,0
7,2,2015-06-09,8439,962,1,0,0,0
8,2,2015-06-09,5273,696,1,0,0,0
9,2,2015-06-09,7033,629,1,0,0,0
10,2,2015-06-09,5299,606,1,0,0,0
11,2,2015-06-09,6438,1044,1,0,0,0
12,2,2015-06-09,5772,791,1,0,0,0
13,2,2015-06-09,3577,300,1,0,0,0
14,2,2015-06-09,5622,656,1,0,0,0
15,2,2015-06-09,5109,571,1,0,0,0
16,2,2015-06-09,7243,898,1,0,0,0
17,2,2015-06-09,5972,834,1,0,0,0
18,2,2015-06-09,6297,699,1,0,0,0
19,2,2015-06-09,6615,621,1,0,0,0
20,2,2015-06-09,8753,942,1,0,0,0
1,1,2015-06-08,4071,502,1,0,0,0
2,1,2015-06-08,3918,501,1,0,0,0
3,1,2015-06-08,6567,766,1,0,0,0
4,1,2015-06-08,9640,1268,1,0,0,0
5,1,2015-06-08,4260,558,1,0,0,0
6,1,2015-06-08,4426,554,1,0,0,0
7,1,2015-06-08,8409,989,1,0,0,0
8,1,2015-06-08,6142,751,1,0,0,0
9,1,2015-06-08,7884,664,1,0,0,0
10,1,2015-06-08,6428,676,1,0,0,0
11,1,2015-06-08,7118,1050,1,0,0,0
12,1,2015-06-08,6382,861,1,0,0,0
13,1,2015-06-08,4032,310,1,0,0,0
14,1,2015-06-08,6111,723,1,0,0,0
15,1,2015-06-08,6177,623,1,0,0,0
16,1,2015-06-08,7819,877,1,0,0,0
17,1,2015-06-08,5564,748,1,0,0,0
18,1,2015-06-08,6476,707,1,0,0,0
19,1,2015-06-08,6755,652,1,0,0,0
20,1,2015-06-08,8608,930,1,0,0,0
1,7,2015-06-07,0,0,0,0,0,0
2,7,2015-06-07,0,0,0,0,0,0
3,7,2015-06-07,0,0,0,0,0,0
4,7,2015-06-07,0,0,0,0,0,0
5,7,2015-06-07,0,0,0,0,0,0
6,7,2015-06-07,0,0,0,0,0,0
7,7,2015-06-07,0,0,0,0,0,0
8,7,2015-06-07,0,0,0,0,0,0
9,7,2015-06-07,0,0,0,0,0,0
10,7,2015-06-07,0,0,0,0,0,0
11,7,2015-06-07,0,0,0,0,0,0
12,7,2015-06-07,0,0,0,0,0,0
13,7,2015-06-07,0,0,0,0,0,0
14,7,2015-06-07,0,0,0,0,0,0
15,7,2015-06-07,0,0,0,0,0,0
16,7,2015-06-07,0,0,0,0,0,0
17,7,2015-06-07,0,0,0,0,0,0
18,7,2015-06-07,0,0,0,0,0,0
19,7,2015-06-07,0,0,0,0,0,0
20,7,2015-06-07,0,0,0,0,0,0
1,6,2015-06-06,4183,460,1,0,0,0
2,6,2015-06-06,2641,319,1,0,0,0
3,6,2015-06-06,4622,539,1,0,0,0
4,6,2015-06-06,8218,1219,1,0,0,0
5,6,2015-06-06,1838,236,1,0,0,0
6,6,2015-06-06,2800,331,1,0,0,0
7,6,2015-06-06,6508,700,1,0,0,0
8,6,2015-06-06,3349,434,1,0,0,0
9,6,2015-06-06,7157,609,1,0,0,0
10,6,2015-06-06,5087,529,1,0,0,0
11,6,2015-06-06,5417,753,1,0,0,0
12,6,2015-06-06,5531,753,1,0,0,0
13,6,2015-06-06,3801,308,1,0,0,0
14,6,2015-06-06,3640,440,1,0,0,0
15,6,2015-06-06,6393,700,1,0,0,0
16,6,2015-06-06,5162,555,1,0,0,0
17,6,2015-06-06,2557,343,1,0,0,0
18,6,2015-06-06,4740,507,1,0,0,0
19,6,2015-06-06,5400,446,1,0,0,0
20,6,2015-06-06,5442,514,1,0,0,0
1,5,2015-06-05,5384,609,1,1,0,0
2,5,2015-06-05,4938,532,1,1,0,0
3,5,2015-06-05,9685,935,1,1,0,0
4,5,2015-06-05,10416,1404,1,1,0,0
5,5,2015-06-05,5431,595,1,1,0,0
6,5,2015-06-05,5393,608,1,1,0,0
7,5,2015-06-05,9689,1065,1,1,0,0
8,5,2015-06-05,5904,705,1,1,0,0
9,5,2015-06-05,9786,830,1,1,0,0
10,5,2015-06-05,5828,635,1,1,0,0
11,5,2015-06-05,7661,1149,1,1,0,0
12,5,2015-06-05,8976,933,1,1,0,0
13,5,2015-06-05,6797,440,1,1,0,1
14,5,2015-06-05,7252,787,1,1,0,0
15,5,2015-06-05,7552,707,1,1,0,0
16,5,2015-06-05,10056,1003,1,1,0,1
17,5,2015-06-05,6659,839,1,1,0,0
18,5,2015-06-05,8233,845,1,1,0,0
19,5,2015-06-05,9568,825,1,1,0,0
20,5,2015-06-05,8704,830,1,1,0,1
1,4,2015-06-04,0,0,0,1,a,0
2,4,2015-06-04,5810,646,1,1,0,0
3,4,2015-06-04,0,0,0,1,a,0
4,4,2015-06-04,10200,1311,1,1,0,0
5,4,2015-06-04,5807,625,1,1,a,0
6,4,2015-06-04,5749,614,1,1,a,0
7,4,2015-06-04,9696,1005,1,1,0,0
8,4,2015-06-04,7964,973,1,1,0,0
9,4,2015-06-04,0,0,0,1,a,0
10,4,2015-06-04,6486,625,1,1,0,0
11,4,2015-06-04,8101,1185,1,1,0,0
12,4,2015-06-04,8360,958,1,1,0,0
13,4,2015-06-04,0,0,0,1,a,1
14,4,2015-06-04,0,0,0,1,a,0
15,4,2015-06-04,7528,713,1,1,0,0
16,4,2015-06-04,0,0,0,1,a,1
17,4,2015-06-04,7776,967,1,1,0,0
18,4,2015-06-04,7727,764,1,1,0,0
19,4,2015-06-04,0,0,0,1,a,0
20,4,2015-06-04,0,0,0,1,a,1
1,3,2015-06-03,5809,616,1,1,0,0
